smiles,atoms,target_0,target_1,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,target_10,target_11,target_12,target_13,target_14,target_15,target_16,target_17,target_18
[H]C([H])([H])C(=O)C([H])([H])[H],6 6 6 8 1 1 1 1 1 1,2.7362000942230225,35.529998779296875,-6.615087985992432,-0.23673905432224274,6.3783488273620605,292.43670654296875,2.268939733505249,-5254.201171875,-5254.05517578125,-5254.02978515625,-5254.966796875,16.89299964904785,-40.322025299072266,-40.5612678527832,-40.7925910949707,-37.75392532348633,10.121930122375488,8.490110397338867,4.8961501121521
[H]N([H])C(=O)C([H])([H])[H],6 6 7 8 1 1 1 1 1,3.636699914932251,31.829999923706055,-6.628693580627441,0.9442350268363953,7.572928428649902,267.61480712890625,1.9916014671325684,-5691.5146484375,-5691.37060546875,-5691.34521484375,-5692.28076171875,16.56100082397461,-35.80890655517578,-36.01201248168945,-36.2176513671875,-33.51817321777344,10.788860321044922,9.275090217590332,5.1497697830200195
[H]N([H])C(=O)N([H])[H],7 6 7 8 1 1 1 1,3.4869000911712646,28.06999969482422,-6.789240837097168,1.5129530429840088,8.302193641662598,244.23080444335938,1.7367393970489502,-6128.58837890625,-6128.46875,-6128.44287109375,-6129.302734375,15.291999816894531,-31.056249618530273,-31.24517822265625,-31.425098419189453,-28.990278244018555,11.147500038146973,10.363880157470703,5.420909881591797
[H]C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],6 6 6 6 1 1 1 1 1 1 1 1 1 1,0.08969999849796295,45.459999084472656,-8.617846488952637,2.293919801712036,10.911765098571777,355.0621032714844,3.568664312362671,-4308.71484375,-4308.55859375,-4308.53271484375,-4309.46728515625,20.273000717163086,-53.13099670410156,-53.5142707824707,-53.848453521728516,-49.401676177978516,7.751659870147705,7.748469829559326,4.486680030822754
[H]OC([H])(C([H])([H])[H])C([H])([H])[H],6 6 6 8 1 1 1 1 1 1 1 1,1.4258999824523926,38.58000183105469,-7.107614040374756,2.0136425495147705,9.118535041809082,318.3721008300781,2.929931402206421,-5286.2802734375,-5286.13134765625,-5286.10546875,-5287.02685546875,19.052000045776367,-45.175071716308594,-45.48830032348633,-45.771080017089844,-42.007965087890625,8.675530433654785,8.005680084228516,4.755420207977295
[H]CC#CC[H],6 6 6 6 1 1,0.0,38.52000045776367,-7.072239398956299,-0.5823236703872681,6.492636680603027,278.62640380859375,1.0164541006088257,-4175.85498046875,-4175.7353515625,-4175.70947265625,-4176.474609375,15.312000274658203,-29.17637825012207,-29.28783416748047,-29.41632843017578,-27.633136749267578,0.0,4.4259724617004395,4.4259724617004395
[H]CC#C[NH3+],6 6 6 1 7,3.7920000553131104,32.65999984741211,-8.440972328186035,-1.4775781631469727,6.963393688201904,260.1896057128906,0.7417551279067993,-4613.9013671875,-4613.79248046875,-4613.767578125,-4614.53466796875,12.930000305175781,-25.3966064453125,-25.480663299560547,-25.58344078063965,-24.14327621459961,0.0,4.579322338104248,4.579322338104248
N#CC#N,7 6 6 7,0.002300000051036477,27.700000762939453,-10.057328224182129,-2.5197744369506836,7.5375542640686035,242.93080139160156,0.4340488314628601,-5051.75390625,-5051.65283203125,-5051.626953125,-5052.27392578125,10.39799976348877,-21.42262840270996,-21.475908279418945,-21.55294418334961,-20.3330020904541,0.0,4.73268985748291,4.73268985748291
[H]C#CC([H])=O,8 6 6 6 1 1,2.782399892807007,31.139999389648438,-7.5566020011901855,-2.0000369548797607,5.556564807891846,268.39208984375,1.0124812126159668,-5187.16064453125,-5187.0439453125,-5187.0185546875,-5187.865234375,13.048999786376953,-27.73357582092285,-27.848705291748047,-27.97719955444336,-26.264596939086914,68.51709747314453,4.834499835968018,4.515860080718994
[H]C(=O)C#N,8 6 6 7 1,2.311199903488159,26.25,-8.615124702453613,-2.9932525157928467,5.6218719482421875,251.00070190429688,0.7221902012825012,-5625.1884765625,-5625.080078125,-5625.05419921875,-5625.88916015625,11.329000473022461,-23.935163497924805,-24.019495010375977,-24.122268676757812,-22.738788604736328,67.88407897949219,5.008230209350586,4.664130210876465
[H]C(=O)C([H])=O,8 6 6 8 1 1,0.0020000000949949026,26.1200008392334,-7.259997367858887,-3.0286271572113037,4.231370449066162,266.81640625,1.00527024269104,-6198.720703125,-6198.60595703125,-6198.580078125,-6199.43603515625,12.147000312805176,-26.545717239379883,-26.662263870239258,-26.790754318237305,-25.07589340209961,56.25048065185547,4.774409770965576,4.400879859924316
[H]C([H])([H])C#CC([H])([H])[H],6 6 6 6 1 1 1 1 1 1,0.0,42.31999969482422,-6.5633864402771,1.861258864402771,8.424644470214844,400.2236022949219,2.282926559448242,-4242.498046875,-4242.341796875,-4242.31591796875,-4243.279296875,17.44700050354004,-41.36716079711914,-41.59581756591797,-41.827171325683594,-38.82550811767578,80.28765869140625,3.368799924850464,3.368799924850464
[H]C#CC([H])([H])C([H])([H])[H],6 6 6 6 1 1 1 1 1 1,0.7067000269889832,40.09000015258789,-7.053191184997559,1.5401644706726074,8.5906343460083,333.9588928222656,2.2949538230895996,-4242.1826171875,-4242.04541015625,-4242.01953125,-4242.9140625,17.1299991607666,-41.05161666870117,-41.29951477050781,-41.53086471557617,-38.46046829223633,27.394590377807617,4.530049800872803,4.0834197998046875
[H]C([H])([H])C([H])([H])C#N,6 6 6 7 1 1 1 1 1,3.92330002784729,35.380001068115234,-8.74301815032959,0.9251871705055237,9.668205261230469,314.53350830078125,2.018812656402588,-4680.525390625,-4680.3984375,-4680.37255859375,-4681.25146484375,14.98799991607666,-37.568016052246094,-37.78769302368164,-37.99332809448242,-35.248085021972656,28.00160026550293,4.677519798278809,4.217649936676025
[H]N([H])C([H])([H])C#N,7 6 6 7 1 1 1 1,4.436100006103516,31.809999465942383,-7.300814628601074,0.47075697779655457,7.768850326538086,295.66351318359375,1.7226166725158691,-5116.88525390625,-5116.76025390625,-5116.734375,-5117.60791015625,14.48799991607666,-32.10152053833008,-32.28495407104492,-32.464874267578125,-30.0548152923584,32.19892883300781,4.7629899978637695,4.306960105895996
[H]C#CC([H])([H])O[H],8 6 6 6 1 1 1 1,1.7210999727249146,33.099998474121094,-7.061354637145996,0.7537553906440735,7.815110206604004,300.09930419921875,1.6498807668685913,-5219.44091796875,-5219.30810546875,-5219.2822265625,-5220.16796875,15.854999542236328,-32.78779220581055,-32.96303176879883,-33.1429557800293,-30.760923385620117,35.11614990234375,4.66117000579834,4.22353982925415
[H]OC([H])([H])C#N,8 6 6 7 1 1 1,4.678800106048584,28.559999465942383,-8.212396621704102,0.05986505001783371,8.269539833068848,280.6658935546875,1.3676986694335938,-5657.70361328125,-5657.57958984375,-5657.5537109375,-5658.427734375,13.845000267028809,-29.22456932067871,-29.36996078491211,-29.524168014526367,-27.470985412597656,35.93172073364258,4.83443021774292,4.378270149230957
[H]C(=O)C([H])([H])C([H])([H])[H],6 6 6 8 1 1 1 1 1 1,2.674099922180176,35.83000183105469,-6.802846431732178,-0.5578334331512451,6.2450127601623535,333.3276062011719,2.290518283843994,-5253.84375,-5253.70556640625,-5253.6796875,-5254.5947265625,15.954000473022461,-39.96452331542969,-40.21152114868164,-40.44284439086914,-37.3817253112793,26.145639419555664,4.289299964904785,4.127729892730713
[H]C(=O)N([H])C([H])([H])[H],6 7 6 8 1 1 1 1 1,3.7070999145507812,32.779998779296875,-6.846384525299072,0.9115814566612244,7.7579665184021,279.7862854003906,2.0181596279144287,-5691.123046875,-5690.98828125,-5690.962890625,-5691.8681640625,15.057999610900879,-35.41725540161133,-35.629859924316406,-35.83549499511719,-33.10556411743164,19.987489700317383,6.115890026092529,4.825839996337891
[H]C(=O)OC([H])([H])[H],6 8 6 8 1 1 1 1,3.9200000762939453,29.469999313354492,-7.657283782958984,0.20136424899101257,7.858648300170898,293.9169921875,1.6687926054000854,-6231.78271484375,-6231.65234375,-6231.62646484375,-6232.525390625,13.885000228881836,-32.38163375854492,-32.559486389160156,-32.739410400390625,-30.359203338623047,48.62350845336914,4.672979831695557,4.381869792938232
[H]OC([H])([H])C([H])=O,8 6 6 8 1 1 1 1,1.7340999841690063,28.530000686645508,-6.903528213500977,-0.9279082417488098,5.975620269775391,303.8128967285156,1.6465065479278564,-6231.20654296875,-6231.07421875,-6231.048828125,-6231.94921875,14.779999732971191,-31.80518913269043,-31.98168182373047,-32.16160202026367,-29.78318977355957,36.492820739746094,4.3117499351501465,4.0449299812316895
[H]C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],6 6 6 6 1 1 1 1 1 1 1 1 1 1,0.0,45.709999084472656,-8.626008987426758,2.5497069358825684,11.175716400146484,426.2995910644531,3.5839571952819824,-4308.67626953125,-4308.51953125,-4308.49365234375,-4309.4384765625,19.667999267578125,-53.09282302856445,-53.475276947021484,-53.80949020385742,-49.372398376464844,23.44662094116211,3.60588002204895,3.3868300914764404
[H]OC([H])([H])C([H])([H])C([H])([H])[H],6 6 6 8 1 1 1 1 1 1 1 1,1.3401999473571777,38.61000061035156,-7.126662254333496,2.204122304916382,9.330784797668457,382.86279296875,2.945387601852417,-5286.11376953125,-5285.9609375,-5285.935546875,-5286.87109375,18.430999755859375,-45.00790786743164,-45.31814956665039,-45.60092544555664,-41.851959228515625,26.597890853881836,3.7918601036071777,3.537790060043335
[H]C([H])([H])OC([H])([H])C([H])([H])[H],6 6 8 6 1 1 1 1 1 1 1 1,1.0362999439239502,39.34000015258789,-6.811009407043457,2.5170531272888184,9.328063011169434,368.93310546875,2.9359724521636963,-5285.923828125,-5285.77294921875,-5285.74755859375,-5286.6796875,17.88800048828125,-44.81846618652344,-45.13011169433594,-45.41289520263672,-41.66063690185547,28.295669555664062,4.149010181427002,3.8834900856018066
[H]OC([H])([H])C([H])([H])O[H],8 6 6 8 1 1 1 1 1 1,0.007499999832361937,31.420000076293945,-7.058633804321289,1.5891449451446533,8.65049934387207,297.8398132324219,2.31764817237854,-6263.6005859375,-6263.45458984375,-6263.42919921875,-6264.36572265625,16.836999893188477,-36.97309494018555,-37.212799072265625,-37.444149017333984,-34.393428802490234,14.796710014343262,5.6956000328063965,4.5884599685668945
[H]C([H])([H])C1([H])C([H])([H])C1([H])[H],6 6 6 6 1 1 1 1 1 1 1 1,0.1136000007390976,41.959999084472656,-7.4205451011657715,2.7537922859191895,10.171616554260254,298.6061096191406,2.973768949508667,-4275.36376953125,-4275.23779296875,-4275.2119140625,-4276.0859375,16.489999771118164,-47.00666427612305,-47.34275436401367,-47.62553787231445,-43.8260612487793,15.614720344543457,6.313630104064941,5.545139789581299
[H]C([H])([H])[C@]1([H])OC1([H])[H],6 6 6 8 1 1 1 1 1 1,1.812000036239624,35.0099983215332,-7.16475772857666,2.862637758255005,10.027395248413086,267.29791259765625,2.320451021194458,-5252.875,-5252.7548828125,-5252.72900390625,-5253.5927734375,14.763999938964844,-38.995826721191406,-39.261024475097656,-39.49237823486328,-36.37982940673828,18.219310760498047,6.63877010345459,5.924590110778809
[H]C([H])([H])[NH+]1C([H])([H])C1([H])[H],6 7 6 6 1 1 1 1 1 1 1,1.1353000402450562,39.02000045776367,-6.269503116607666,2.6340620517730713,8.90084457397461,270.5508117675781,2.6577632427215576,-4711.59130859375,-4711.47021484375,-4711.4443359375,-4712.306640625,15.29800033569336,-41.40740966796875,-41.710540771484375,-41.96760940551758,-38.49693298339844,16.589139938354492,7.1879801750183105,6.114150047302246
[H]OC1([H])C([H])([H])C1([H])[H],8 6 6 6 1 1 1 1 1 1,1.3894000053405762,34.63999938964844,-6.503520965576172,2.108882427215576,8.615124702453613,263.96600341796875,2.315852165222168,-5252.74951171875,-5252.62353515625,-5252.59765625,-5253.47607421875,15.678999900817871,-38.870243072509766,-39.12959671020508,-39.36091995239258,-36.263092041015625,16.794769287109375,6.710149765014648,5.867809772491455
[H]C1([H])C([H])([H])C([H])([H])C1([H])[H],6 6 6 6 1 1 1 1 1 1 1 1,0.0,41.83000183105469,-8.114435195922852,2.6014084815979004,10.715843200683594,268.4432067871094,3.007157325744629,-4275.330078125,-4275.216796875,-4275.19140625,-4276.04248046875,14.696000099182129,-46.97262954711914,-47.32185363769531,-47.604637145996094,-43.78239059448242,10.661069869995117,10.661069869995117,6.304520130157471
[H]C1([H])OC([H])([H])C1([H])[H],6 6 8 6 1 1 1 1 1 1,1.7977999448776245,34.560001373291016,-6.59604024887085,2.3374581336975098,8.93349838256836,236.9759063720703,2.3585469722747803,-5252.72509765625,-5252.61279296875,-5252.58740234375,-5253.451171875,12.914999961853027,-38.845916748046875,-39.11903762817383,-39.35038757324219,-36.238277435302734,12.065449714660645,11.777310371398926,6.719970226287842
[H]ON=C(C([H])([H])[H])C([H])([H])[H],6 6 6 7 8 1 1 1 1 1 1 1,0.6875,45.369998931884766,-6.508963584899902,0.5224586129188538,7.031421661376953,452.5111999511719,2.734771490097046,-6758.634765625,-6758.4599609375,-6758.43408203125,-6759.45361328125,21.615999221801758,-45.839786529541016,-46.12741470336914,-46.41016387939453,-42.6262321472168,8.634830474853516,4.119770050048828,2.8882501125335693
[H]C1=C([H])N([H])C([H])=C1[H],7 6 6 6 6 1 1 1 1 1,1.868899941444397,43.13999938964844,-5.521190166473389,1.3578481674194336,6.879037857055664,303.9808044433594,2.2431161403656006,-5717.16064453125,-5717.052734375,-5717.02734375,-5717.87890625,14.821000099182129,-44.34027862548828,-44.61758804321289,-44.84891128540039,-41.616554260253906,9.17136001586914,9.041950225830078,4.553100109100342
[H]C1=NC([H])=C([H])N1[H],7 6 6 7 6 1 1 1 1,3.61929988861084,39.130001068115234,-6.130725383758545,0.9034180045127869,7.034143447875977,283.68170166015625,1.935953974723816,-6154.14990234375,-6154.0478515625,-6154.02197265625,-6154.86474609375,13.371000289916992,-39.50310134887695,-39.74781036376953,-39.95342254638672,-37.05241394042969,9.773289680480957,9.411919593811035,4.794600009918213
[H]C1=C([H])C([H])=C([H])O1,8 6 6 6 6 1 1 1 1,0.5570999979972839,39.20000076293945,-6.111677169799805,0.5415065884590149,6.653183937072754,289.0050048828125,1.9016131162643433,-6257.77880859375,-6257.67724609375,-6257.65234375,-6258.4931640625,13.357999801635742,-41.262535095214844,-41.50833511352539,-41.71394348144531,-38.82752227783203,9.502280235290527,9.29496955871582,4.698740005493164
[H]C1=NC([H])=C([H])O1,8 6 6 7 6 1 1 1,1.5081000328063965,35.16999816894531,-6.82733678817749,0.02721138671040535,6.854547500610352,269.244384765625,1.594396710395813,-6694.7939453125,-6694.6982421875,-6694.67236328125,-6695.505859375,12.039999961853027,-36.451698303222656,-36.66381072998047,-36.84367752075195,-34.29037857055664,10.109259605407715,9.693719863891602,4.9485697746276855
[H]C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],6 6 6 6 6 1 1 1 1 1 1 1 1 1 1 1 1,0.0003000000142492354,56.0099983215332,-8.55798053741455,2.005479335784912,10.563460350036621,486.27191162109375,4.322147846221924,-5377.8466796875,-5377.65673828125,-5377.630859375,-5378.640625,26.083999633789062,-65.17361450195312,-65.63882446289062,-66.0501480102539,-60.5100212097168,4.417799949645996,4.417530059814453,4.41717004776001
[H]OC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],6 6 6 6 8 1 1 1 1 1 1 1 1 1 1,1.3839999437332153,49.040000915527344,-7.077681541442871,1.8068360090255737,8.884517669677734,449.05731201171875,3.6729111671447754,-6355.50830078125,-6355.32177734375,-6355.29638671875,-6356.30078125,25.128000259399414,-57.31341552734375,-57.70518112182617,-58.0650520324707,-53.217010498046875,4.694739818572998,4.669380187988281,4.479090213775635
[H]C#CC(=O)C([H])([H])[H],6 6 8 6 6 1 1 1 1,2.8578999042510986,42.02000045776367,-7.2219014167785645,-1.5646547079086304,5.657247066497803,416.7799072265625,1.773501992225647,-6256.6396484375,-6256.48583984375,-6256.4599609375,-6257.4169921875,18.722999572753906,-40.12368392944336,-40.31669235229492,-40.52227783203125,-37.751312255859375,10.218759536743164,4.043240070343018,2.949779987335205
[H]C([H])([H])C(=O)C#N,6 6 8 6 7 1 1 1,3.335099935531616,37.08000183105469,-8.182463645935059,-2.4190921783447266,5.763371467590332,397.77569580078125,1.4832926988601685,-6694.74609375,-6694.60009765625,-6694.57421875,-6695.5185546875,16.96299934387207,-36.40361404418945,-36.56612014770508,-36.74601364135742,-34.302894592285156,10.160630226135254,4.158470153808594,3.0055999755859375
[H]C#CC(=O)N([H])[H],7 6 8 6 6 1 1 1,3.7167000770568848,38.290000915527344,-7.153872966766357,-0.7537553906440735,6.400117874145508,390.4619140625,1.4893063306808472,-6693.943359375,-6693.7900390625,-6693.7646484375,-6694.71923828125,18.527000427246094,-35.60090255737305,-35.7560920715332,-35.93598556518555,-33.50383377075195,11.409159660339355,4.147039890289307,3.0415000915527344
[H]C(=O)C(=O)C([H])([H])[H],6 6 8 6 8 1 1 1 1,0.9460999965667725,36.5099983215332,-6.90625,-2.6231775283813477,4.283071994781494,399.22198486328125,1.7685225009918213,-7268.25244140625,-7268.09716796875,-7268.07177734375,-7269.04638671875,17.805999755859375,-38.988040924072266,-39.18001937866211,-39.38562774658203,-36.62138748168945,9.088540077209473,4.426070213317871,3.0316898822784424
[H]C(=O)C(=O)N([H])[H],7 6 8 6 8 1 1 1,5.166800022125244,33.38999938964844,-6.89264440536499,-2.0762288570404053,4.816415309906006,381.9881896972656,1.4851157665252686,-7705.41357421875,-7705.26513671875,-7705.2392578125,-7706.19091796875,17.524999618530273,-34.32330322265625,-34.4825439453125,-34.66244125366211,-32.21615982055664,10.842109680175781,4.27947998046875,3.0683701038360596
[H]C#CC([H])(C([H])([H])[H])C([H])([H])[H],6 6 6 6 6 1 1 1 1 1 1 1 1,0.657800018787384,51.20000076293945,-7.045027256011963,1.5537701845169067,8.598798751831055,481.98541259765625,3.0604918003082275,-5311.30224609375,-5311.13037109375,-5311.10498046875,-5312.08837890625,22.569000244140625,-53.08201599121094,-53.41092300415039,-53.719390869140625,-49.569820404052734,7.92874002456665,3.827199935913086,2.825809955596924
[H]C([H])([H])C([H])(C#N)C([H])([H])[H],6 6 6 6 7 1 1 1 1 1 1 1,3.951200008392334,46.22999954223633,-8.653220176696777,0.9932155609130859,9.646435737609863,460.6940002441406,2.783207654953003,-5749.6513671875,-5749.48876953125,-5749.46337890625,-5750.43310546875,20.466999053955078,-49.604618072509766,-49.90451431274414,-50.18727111816406,-46.36469268798828,7.900090217590332,3.954659938812256,2.886430025100708
[H]N([H])[C@@]([H])(C#N)C([H])([H])[H],6 6 7 6 7 1 1 1 1 1 1,2.7428998947143555,42.869998931884766,-7.3579583168029785,0.7564765214920044,8.117156028747559,440.07379150390625,2.4913113117218018,-6186.18408203125,-6186.02587890625,-6186.0,-6186.96142578125,19.945999145507812,-44.310997009277344,-44.576499938964844,-44.83354187011719,-41.34310531616211,8.300950050354004,3.9761500358581543,2.9376399517059326
[H]C#C[C@]([H])(O[H])C([H])([H])[H],6 6 8 6 6 1 1 1 1 1 1,1.358199954032898,44.029998779296875,-7.251834392547607,0.9143025279045105,8.166136741638184,444.64520263671875,2.4193098545074463,-6288.77880859375,-6288.61376953125,-6288.587890625,-6289.5595703125,21.305999755859375,-45.03656005859375,-45.29518127441406,-45.55221939086914,-42.08782958984375,8.559189796447754,3.899519920349121,2.9186899662017822
[H]O[C@@]([H])(C#N)C([H])([H])[H],6 6 8 6 7 1 1 1 1 1,3.2690000534057617,39.279998779296875,-8.302193641662598,0.3129309415817261,8.615124702453613,424.3395080566406,2.138869285583496,-6727.05908203125,-6726.90380859375,-6726.87841796875,-6727.83349609375,19.25200080871582,-41.49029541015625,-41.720611572265625,-41.951934814453125,-38.81222915649414,8.559080123901367,4.016709804534912,2.9788200855255127
[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],6 6 6 6 8 1 1 1 1 1 1 1 1,2.6921000480651855,46.58000183105469,-6.718491554260254,-0.5115740299224854,6.2069172859191895,482.0474853515625,3.056600570678711,-6322.97216796875,-6322.798828125,-6322.7734375,-6323.77880859375,21.43400001525879,-52.00371170043945,-52.33125305175781,-52.63972854614258,-48.5008430480957,7.6628899574279785,3.709249973297119,2.799370050430298
[H]O[C@@]([H])(C([H])=O)C([H])([H])[H],6 6 8 6 8 1 1 1 1 1 1,2.835400104522705,39.15999984741211,-6.938903331756592,-0.7591976523399353,6.179705619812012,432.1488952636719,2.4066567420959473,-7300.47900390625,-7300.31103515625,-7300.28564453125,-7301.27685546875,20.3439998626709,-43.98854446411133,-44.244956970214844,-44.50199508666992,-41.04579544067383,8.310959815979004,4.079629898071289,2.9291799068450928
[H]C(=O)N(C([H])([H])[H])C([H])([H])[H],6 7 6 6 8 1 1 1 1 1 1 1,3.7163000106811523,44.41999816894531,-6.59604024887085,0.8898122906684875,7.485852241516113,441.8500061035156,2.7829084396362305,-6760.134765625,-6759.9697265625,-6759.9443359375,-6760.923828125,19.917999267578125,-47.33976364135742,-47.63726806640625,-47.92001724243164,-44.096439361572266,8.933099746704102,4.194049835205078,2.9604599475860596
